格网左下角经度（度）,格网右上角纬度（度）,格网相对Y坐标,格网相对X坐标,格网ID（唯一）,格网左下角纬度（度）,格网右上角经度（度）,格网编码
"1.141033E+002","2.2809999999999999E+001",40,37,3717,"2.2800000000000001E+001","1.141133E+002","37,40"
"1.140933E+002","2.2809999999999999E+001",40,36,3716,"2.2800000000000001E+001","1.141033E+002","36,40"
"1.1408329999999999E+002","2.2809999999999999E+001",40,35,3715,"2.2800000000000001E+001","1.140933E+002","35,40"
"1.140733E+002","2.2809999999999999E+001",40,34,3714,"2.2800000000000001E+001","1.1408329999999999E+002","34,40"
"1.140633E+002","2.2809999999999999E+001",40,33,3713,"2.2800000000000001E+001","1.140733E+002","33,40"
"1.1405329999999999E+002","2.2809999999999999E+001",40,32,3712,"2.2800000000000001E+001","1.140633E+002","32,40"
"1.140433E+002","2.2809999999999999E+001",40,31,3711,"2.2800000000000001E+001","1.1405329999999999E+002","31,40"
"1.140333E+002","2.2809999999999999E+001",40,30,3710,"2.2800000000000001E+001","1.140433E+002","30,40"
"1.137633E+002","2.2449999999999999E+001",4,3,371,"2.2440000000000001E+001","1.1377330000000001E+002","3,4"
"1.1402330000000001E+002","2.2809999999999999E+001",40,29,3709,"2.2800000000000001E+001","1.140333E+002","29,40"
"1.140133E+002","2.2809999999999999E+001",40,28,3708,"2.2800000000000001E+001","1.1402330000000001E+002","28,40"
"1.140033E+002","2.2809999999999999E+001",40,27,3707,"2.2800000000000001E+001","1.140133E+002","27,40"
"1.139933E+002","2.2809999999999999E+001",40,26,3706,"2.2800000000000001E+001","1.140033E+002","26,40"
"1.139833E+002","2.2809999999999999E+001",40,25,3705,"2.2800000000000001E+001","1.139933E+002","25,40"
"1.143633E+002","2.2649999999999999E+001",24,63,2271,"2.2640000000000001E+001","1.143733E+002","63,24"
"1.143533E+002","2.2649999999999999E+001",24,62,2270,"2.2640000000000001E+001","1.143633E+002","62,24"
"1.1416330000000001E+002","2.243E+001",2,43,227,"2.2420000000000002E+001","1.141733E+002","43,2"
"1.143433E+002","2.2649999999999999E+001",24,61,2269,"2.2640000000000001E+001","1.143533E+002","61,24"
"1.1433329999999999E+002","2.2649999999999999E+001",24,60,2268,"2.2640000000000001E+001","1.143433E+002","60,24"
"1.143233E+002","2.2649999999999999E+001",24,59,2267,"2.2640000000000001E+001","1.1433329999999999E+002","59,24"
"1.143133E+002","2.2649999999999999E+001",24,58,2266,"2.2640000000000001E+001","1.143233E+002","58,24"
"1.1430329999999999E+002","2.2649999999999999E+001",24,57,2265,"2.2640000000000001E+001","1.143133E+002","57,24"
"1.142933E+002","2.2649999999999999E+001",24,56,2264,"2.2640000000000001E+001","1.1430329999999999E+002","56,24"
"1.142833E+002","2.2649999999999999E+001",24,55,2263,"2.2640000000000001E+001","1.142933E+002","55,24"
"1.1427330000000001E+002","2.2649999999999999E+001",24,54,2262,"2.2640000000000001E+001","1.142833E+002","54,24"
"1.142633E+002","2.2649999999999999E+001",24,53,2261,"2.2640000000000001E+001","1.1427330000000001E+002","53,24"
"1.142533E+002","2.2649999999999999E+001",24,52,2260,"2.2640000000000001E+001","1.142633E+002","52,24"
"1.141533E+002","2.243E+001",2,42,226,"2.2420000000000002E+001","1.1416330000000001E+002","42,2"
"1.142433E+002","2.2649999999999999E+001",24,51,2259,"2.2640000000000001E+001","1.142533E+002","51,24"
"1.142333E+002","2.2649999999999999E+001",24,50,2258,"2.2640000000000001E+001","1.142433E+002","50,24"
"1.1422329999999999E+002","2.2649999999999999E+001",24,49,2257,"2.2640000000000001E+001","1.142333E+002","49,24"
"1.142133E+002","2.2649999999999999E+001",24,48,2256,"2.2640000000000001E+001","1.1422329999999999E+002","48,24"
"1.142033E+002","2.2649999999999999E+001",24,47,2255,"2.2640000000000001E+001","1.142133E+002","47,24"
"1.1419329999999999E+002","2.2649999999999999E+001",24,46,2254,"2.2640000000000001E+001","1.142033E+002","46,24"
"1.141833E+002","2.2649999999999999E+001",24,45,2253,"2.2640000000000001E+001","1.1419329999999999E+002","45,24"
"1.141733E+002","2.2649999999999999E+001",24,44,2252,"2.2640000000000001E+001","1.141833E+002","44,24"
"1.1416330000000001E+002","2.2649999999999999E+001",24,43,2251,"2.2640000000000001E+001","1.141733E+002","43,24"
"1.141533E+002","2.2649999999999999E+001",24,42,2250,"2.2640000000000001E+001","1.1416330000000001E+002","42,24"
"1.141433E+002","2.243E+001",2,41,225,"2.2420000000000002E+001","1.141533E+002","41,2"
"1.141433E+002","2.2649999999999999E+001",24,41,2249,"2.2640000000000001E+001","1.141533E+002","41,24"
"1.1413330000000001E+002","2.2649999999999999E+001",24,40,2248,"2.2640000000000001E+001","1.141433E+002","40,24"
"1.141233E+002","2.2649999999999999E+001",24,39,2247,"2.2640000000000001E+001","1.1413330000000001E+002","39,24"
"1.141133E+002","2.2649999999999999E+001",24,38,2246,"2.2640000000000001E+001","1.141233E+002","38,24"
"1.141033E+002","2.2649999999999999E+001",24,37,2245,"2.2640000000000001E+001","1.141133E+002","37,24"
"1.140933E+002","2.2649999999999999E+001",24,36,2244,"2.2640000000000001E+001","1.141033E+002","36,24"
"1.1408329999999999E+002","2.2649999999999999E+001",24,35,2243,"2.2640000000000001E+001","1.140933E+002","35,24"
"1.140733E+002","2.2649999999999999E+001",24,34,2242,"2.2640000000000001E+001","1.1408329999999999E+002","34,24"
"1.140633E+002","2.2649999999999999E+001",24,33,2241,"2.2640000000000001E+001","1.140733E+002","33,24"
"1.1405329999999999E+002","2.2649999999999999E+001",24,32,2240,"2.2640000000000001E+001","1.140633E+002","32,24"
"1.1413330000000001E+002","2.243E+001",2,40,224,"2.2420000000000002E+001","1.141433E+002","40,2"
"1.140433E+002","2.2649999999999999E+001",24,31,2239,"2.2640000000000001E+001","1.1405329999999999E+002","31,24"
"1.140333E+002","2.2649999999999999E+001",24,30,2238,"2.2640000000000001E+001","1.140433E+002","30,24"
"1.1402330000000001E+002","2.2649999999999999E+001",24,29,2237,"2.2640000000000001E+001","1.140333E+002","29,24"
"1.140133E+002","2.2649999999999999E+001",24,28,2236,"2.2640000000000001E+001","1.1402330000000001E+002","28,24"
"1.140033E+002","2.2649999999999999E+001",24,27,2235,"2.2640000000000001E+001","1.140133E+002","27,24"
"1.139933E+002","2.2649999999999999E+001",24,26,2234,"2.2640000000000001E+001","1.140033E+002","26,24"
"1.139833E+002","2.2649999999999999E+001",24,25,2233,"2.2640000000000001E+001","1.139933E+002","25,24"
"1.1397329999999999E+002","2.2649999999999999E+001",24,24,2232,"2.2640000000000001E+001","1.139833E+002","24,24"
"1.139633E+002","2.2649999999999999E+001",24,23,2231,"2.2640000000000001E+001","1.1397329999999999E+002","23,24"
"1.139533E+002","2.2649999999999999E+001",24,22,2230,"2.2640000000000001E+001","1.139633E+002","22,24"
"1.141233E+002","2.243E+001",2,39,223,"2.2420000000000002E+001","1.1413330000000001E+002","39,2"
"1.1394329999999999E+002","2.2649999999999999E+001",24,21,2229,"2.2640000000000001E+001","1.139533E+002","21,24"
"1.139333E+002","2.2649999999999999E+001",24,20,2228,"2.2640000000000001E+001","1.1394329999999999E+002","20,24"
"1.139233E+002","2.2649999999999999E+001",24,19,2227,"2.2640000000000001E+001","1.139333E+002","19,24"
"1.1391330000000001E+002","2.2649999999999999E+001",24,18,2226,"2.2640000000000001E+001","1.139233E+002","18,24"
"1.139033E+002","2.2649999999999999E+001",24,17,2225,"2.2640000000000001E+001","1.1391330000000001E+002","17,24"
"1.138933E+002","2.2649999999999999E+001",24,16,2224,"2.2640000000000001E+001","1.139033E+002","16,24"
"1.1388330000000001E+002","2.2649999999999999E+001",24,15,2223,"2.2640000000000001E+001","1.138933E+002","15,24"
"1.138733E+002","2.2649999999999999E+001",24,14,2222,"2.2640000000000001E+001","1.1388330000000001E+002","14,24"
"1.138633E+002","2.2649999999999999E+001",24,13,2221,"2.2640000000000001E+001","1.138733E+002","13,24"
"1.138533E+002","2.2649999999999999E+001",24,12,2220,"2.2640000000000001E+001","1.138633E+002","12,24"
"1.141133E+002","2.243E+001",2,38,222,"2.2420000000000002E+001","1.141233E+002","38,2"
"1.138433E+002","2.2649999999999999E+001",24,11,2219,"2.2640000000000001E+001","1.138533E+002","11,24"
"1.1383329999999999E+002","2.2649999999999999E+001",24,10,2218,"2.2640000000000001E+001","1.138433E+002","10,24"
"1.138233E+002","2.2649999999999999E+001",24,9,2217,"2.2640000000000001E+001","1.1383329999999999E+002","9,24"
"1.138133E+002","2.2649999999999999E+001",24,8,2216,"2.2640000000000001E+001","1.138233E+002","8,24"
"1.1380329999999999E+002","2.2649999999999999E+001",24,7,2215,"2.2640000000000001E+001","1.138133E+002","7,24"
"1.137933E+002","2.2649999999999999E+001",24,6,2214,"2.2640000000000001E+001","1.1380329999999999E+002","6,24"
"1.137833E+002","2.2649999999999999E+001",24,5,2213,"2.2640000000000001E+001","1.137933E+002","5,24"
"1.1377330000000001E+002","2.2649999999999999E+001",24,4,2212,"2.2640000000000001E+001","1.137833E+002","4,24"
"1.137633E+002","2.2649999999999999E+001",24,3,2211,"2.2640000000000001E+001","1.1377330000000001E+002","3,24"
"1.137533E+002","2.2649999999999999E+001",24,2,2210,"2.2640000000000001E+001","1.137633E+002","2,24"
"1.141133E+002","2.268E+001",27,38,2522,"2.2670000000000002E+001","1.141233E+002","38,27"
"1.141033E+002","2.268E+001",27,37,2521,"2.2670000000000002E+001","1.141133E+002","37,27"
"1.140933E+002","2.268E+001",27,36,2520,"2.2670000000000002E+001","1.141033E+002","36,27"
"1.1441330000000001E+002","2.243E+001",2,68,252,"2.2420000000000002E+001","1.144233E+002","68,2"
"1.1408329999999999E+002","2.268E+001",27,35,2519,"2.2670000000000002E+001","1.140933E+002","35,27"
"1.140733E+002","2.268E+001",27,34,2518,"2.2670000000000002E+001","1.1408329999999999E+002","34,27"
"1.140633E+002","2.268E+001",27,33,2517,"2.2670000000000002E+001","1.140733E+002","33,27"
"1.1405329999999999E+002","2.268E+001",27,32,2516,"2.2670000000000002E+001","1.140633E+002","32,27"
"1.140433E+002","2.268E+001",27,31,2515,"2.2670000000000002E+001","1.1405329999999999E+002","31,27"
"1.140333E+002","2.268E+001",27,30,2514,"2.2670000000000002E+001","1.140433E+002","30,27"
"1.1402330000000001E+002","2.268E+001",27,29,2513,"2.2670000000000002E+001","1.140333E+002","29,27"
"1.140133E+002","2.268E+001",27,28,2512,"2.2670000000000002E+001","1.1402330000000001E+002","28,27"
"1.140033E+002","2.268E+001",27,27,2511,"2.2670000000000002E+001","1.140133E+002","27,27"
"1.139933E+002","2.268E+001",27,26,2510,"2.2670000000000002E+001","1.140033E+002","26,27"
"1.144033E+002","2.243E+001",2,67,251,"2.2420000000000002E+001","1.1441330000000001E+002","67,2"
"1.139833E+002","2.268E+001",27,25,2509,"2.2670000000000002E+001","1.139933E+002","25,27"
"1.1397329999999999E+002","2.268E+001",27,24,2508,"2.2670000000000002E+001","1.139833E+002","24,27"
"1.139633E+002","2.268E+001",27,23,2507,"2.2670000000000002E+001","1.1397329999999999E+002","23,27"
"1.139533E+002","2.268E+001",27,22,2506,"2.2670000000000002E+001","1.139633E+002","22,27"
"1.1394329999999999E+002","2.268E+001",27,21,2505,"2.2670000000000002E+001","1.139533E+002","21,27"
"1.139333E+002","2.268E+001",27,20,2504,"2.2670000000000002E+001","1.1394329999999999E+002","20,27"
"1.139233E+002","2.268E+001",27,19,2503,"2.2670000000000002E+001","1.139333E+002","19,27"
"1.1391330000000001E+002","2.268E+001",27,18,2502,"2.2670000000000002E+001","1.139233E+002","18,27"
"1.139033E+002","2.268E+001",27,17,2501,"2.2670000000000002E+001","1.1391330000000001E+002","17,27"
"1.138933E+002","2.268E+001",27,16,2500,"2.2670000000000002E+001","1.139033E+002","16,27"
"1.143933E+002","2.243E+001",2,66,250,"2.2420000000000002E+001","1.144033E+002","66,2"
"1.139833E+002","2.241E+001",0,25,25,"2.2399999999999999E+001","1.139933E+002","25,0"
"1.1388330000000001E+002","2.268E+001",27,15,2499,"2.2670000000000002E+001","1.138933E+002","15,27"
"1.138733E+002","2.268E+001",27,14,2498,"2.2670000000000002E+001","1.1388330000000001E+002","14,27"
"1.138633E+002","2.268E+001",27,13,2497,"2.2670000000000002E+001","1.138733E+002","13,27"
"1.138533E+002","2.268E+001",27,12,2496,"2.2670000000000002E+001","1.138633E+002","12,27"
"1.138433E+002","2.268E+001",27,11,2495,"2.2670000000000002E+001","1.138533E+002","11,27"
"1.1383329999999999E+002","2.268E+001",27,10,2494,"2.2670000000000002E+001","1.138433E+002","10,27"
"1.138233E+002","2.268E+001",27,9,2493,"2.2670000000000002E+001","1.1383329999999999E+002","9,27"
"1.138133E+002","2.268E+001",27,8,2492,"2.2670000000000002E+001","1.138233E+002","8,27"
"1.1380329999999999E+002","2.268E+001",27,7,2491,"2.2670000000000002E+001","1.138133E+002","7,27"
"1.137933E+002","2.268E+001",27,6,2490,"2.2670000000000002E+001","1.1380329999999999E+002","6,27"
"1.1438330000000001E+002","2.243E+001",2,65,249,"2.2420000000000002E+001","1.143933E+002","65,2"
"1.137833E+002","2.268E+001",27,5,2489,"2.2670000000000002E+001","1.137933E+002","5,27"
"1.1377330000000001E+002","2.268E+001",27,4,2488,"2.2670000000000002E+001","1.137833E+002","4,27"
"1.137633E+002","2.268E+001",27,3,2487,"2.2670000000000002E+001","1.1377330000000001E+002","3,27"
"1.137533E+002","2.268E+001",27,2,2486,"2.2670000000000002E+001","1.137633E+002","2,27"
"1.137433E+002","2.268E+001",27,1,2485,"2.2670000000000002E+001","1.137533E+002","1,27"
"1.137333E+002","2.268E+001",27,0,2484,"2.2670000000000002E+001","1.137433E+002","0,27"
"1.146433E+002","2.2670000000000002E+001",26,91,2483,"2.266E+001","1.146533E+002","91,26"
"1.1463330000000001E+002","2.2670000000000002E+001",26,90,2482,"2.266E+001","1.146433E+002","90,26"
"1.146233E+002","2.2670000000000002E+001",26,89,2481,"2.266E+001","1.1463330000000001E+002","89,26"
"1.146133E+002","2.2670000000000002E+001",26,88,2480,"2.266E+001","1.146233E+002","88,26"
"1.143733E+002","2.243E+001",2,64,248,"2.2420000000000002E+001","1.1438330000000001E+002","64,2"
"1.146033E+002","2.2670000000000002E+001",26,87,2479,"2.266E+001","1.146133E+002","87,26"
"1.145933E+002","2.2670000000000002E+001",26,86,2478,"2.266E+001","1.146033E+002","86,26"
"1.1458329999999999E+002","2.2670000000000002E+001",26,85,2477,"2.266E+001","1.145933E+002","85,26"
"1.145733E+002","2.2670000000000002E+001",26,84,2476,"2.266E+001","1.1458329999999999E+002","84,26"
"1.145633E+002","2.2670000000000002E+001",26,83,2475,"2.266E+001","1.145733E+002","83,26"
"1.1455329999999999E+002","2.2670000000000002E+001",26,82,2474,"2.266E+001","1.145633E+002","82,26"
"1.145433E+002","2.2670000000000002E+001",26,81,2473,"2.266E+001","1.1455329999999999E+002","81,26"
"1.145333E+002","2.2670000000000002E+001",26,80,2472,"2.266E+001","1.145433E+002","80,26"
"1.1452330000000001E+002","2.2670000000000002E+001",26,79,2471,"2.266E+001","1.145333E+002","79,26"
"1.145133E+002","2.2670000000000002E+001",26,78,2470,"2.266E+001","1.1452330000000001E+002","78,26"
"1.143633E+002","2.243E+001",2,63,247,"2.2420000000000002E+001","1.143733E+002","63,2"
"1.145033E+002","2.2670000000000002E+001",26,77,2469,"2.266E+001","1.145133E+002","77,26"
"1.144933E+002","2.2670000000000002E+001",26,76,2468,"2.266E+001","1.145033E+002","76,26"
"1.144833E+002","2.2670000000000002E+001",26,75,2467,"2.266E+001","1.144933E+002","75,26"
"1.1447329999999999E+002","2.2670000000000002E+001",26,74,2466,"2.266E+001","1.144833E+002","74,26"
"1.144633E+002","2.2670000000000002E+001",26,73,2465,"2.266E+001","1.1447329999999999E+002","73,26"
"1.144533E+002","2.2670000000000002E+001",26,72,2464,"2.266E+001","1.144633E+002","72,26"
"1.1444329999999999E+002","2.2670000000000002E+001",26,71,2463,"2.266E+001","1.144533E+002","71,26"
"1.144333E+002","2.2670000000000002E+001",26,70,2462,"2.266E+001","1.1444329999999999E+002","70,26"
"1.142533E+002","2.284E+001",43,52,4008,"2.2829999999999998E+001","1.142633E+002","52,43"
"1.142433E+002","2.284E+001",43,51,4007,"2.2829999999999998E+001","1.142533E+002","51,43"
"1.142333E+002","2.284E+001",43,50,4006,"2.2829999999999998E+001","1.142433E+002","50,43"
"1.1422329999999999E+002","2.284E+001",43,49,4005,"2.2829999999999998E+001","1.142333E+002","49,43"
"1.142133E+002","2.284E+001",43,48,4004,"2.2829999999999998E+001","1.1422329999999999E+002","48,43"
"1.142033E+002","2.284E+001",43,47,4003,"2.2829999999999998E+001","1.142133E+002","47,43"
"1.1419329999999999E+002","2.284E+001",43,46,4002,"2.2829999999999998E+001","1.142033E+002","46,43"
"1.141833E+002","2.284E+001",43,45,4001,"2.2829999999999998E+001","1.1419329999999999E+002","45,43"
"1.141733E+002","2.284E+001",43,44,4000,"2.2829999999999998E+001","1.141833E+002","44,43"
"1.1405329999999999E+002","2.2449999999999999E+001",4,32,400,"2.2440000000000001E+001","1.140633E+002","32,4"
"1.1413330000000001E+002","2.241E+001",0,40,40,"2.2399999999999999E+001","1.141433E+002","40,0"
"1.1377330000000001E+002","2.241E+001",0,4,4,"2.2399999999999999E+001","1.137833E+002","4,0"
"1.1416330000000001E+002","2.284E+001",43,43,3999,"2.2829999999999998E+001","1.141733E+002","43,43"
"1.141533E+002","2.284E+001",43,42,3998,"2.2829999999999998E+001","1.1416330000000001E+002","42,43"
"1.141433E+002","2.284E+001",43,41,3997,"2.2829999999999998E+001","1.141533E+002","41,43"
"1.1413330000000001E+002","2.284E+001",43,40,3996,"2.2829999999999998E+001","1.141433E+002","40,43"
"1.141233E+002","2.284E+001",43,39,3995,"2.2829999999999998E+001","1.1413330000000001E+002","39,43"
"1.141133E+002","2.284E+001",43,38,3994,"2.2829999999999998E+001","1.141233E+002","38,43"
"1.141033E+002","2.284E+001",43,37,3993,"2.2829999999999998E+001","1.141133E+002","37,43"
"1.140933E+002","2.284E+001",43,36,3992,"2.2829999999999998E+001","1.141033E+002","36,43"
"1.1408329999999999E+002","2.284E+001",43,35,3991,"2.2829999999999998E+001","1.140933E+002","35,43"
"1.140733E+002","2.284E+001",43,34,3990,"2.2829999999999998E+001","1.1408329999999999E+002","34,43"
"1.140433E+002","2.2449999999999999E+001",4,31,399,"2.2440000000000001E+001","1.1405329999999999E+002","31,4"
"1.140633E+002","2.284E+001",43,33,3989,"2.2829999999999998E+001","1.140733E+002","33,43"
"1.1405329999999999E+002","2.284E+001",43,32,3988,"2.2829999999999998E+001","1.140633E+002","32,43"
"1.140433E+002","2.284E+001",43,31,3987,"2.2829999999999998E+001","1.1405329999999999E+002","31,43"
"1.140333E+002","2.284E+001",43,30,3986,"2.2829999999999998E+001","1.140433E+002","30,43"
"1.1402330000000001E+002","2.284E+001",43,29,3985,"2.2829999999999998E+001","1.140333E+002","29,43"
"1.140133E+002","2.284E+001",43,28,3984,"2.2829999999999998E+001","1.1402330000000001E+002","28,43"
"1.140033E+002","2.284E+001",43,27,3983,"2.2829999999999998E+001","1.140133E+002","27,43"
"1.139933E+002","2.284E+001",43,26,3982,"2.2829999999999998E+001","1.140033E+002","26,43"
"1.139833E+002","2.284E+001",43,25,3981,"2.2829999999999998E+001","1.139933E+002","25,43"
"1.1397329999999999E+002","2.284E+001",43,24,3980,"2.2829999999999998E+001","1.139833E+002","24,43"
"1.140333E+002","2.2449999999999999E+001",4,30,398,"2.2440000000000001E+001","1.140433E+002","30,4"
"1.139633E+002","2.284E+001",43,23,3979,"2.2829999999999998E+001","1.1397329999999999E+002","23,43"
"1.139533E+002","2.284E+001",43,22,3978,"2.2829999999999998E+001","1.139633E+002","22,43"
"1.1394329999999999E+002","2.284E+001",43,21,3977,"2.2829999999999998E+001","1.139533E+002","21,43"
"1.139333E+002","2.284E+001",43,20,3976,"2.2829999999999998E+001","1.1394329999999999E+002","20,43"
"1.139233E+002","2.284E+001",43,19,3975,"2.2829999999999998E+001","1.139333E+002","19,43"
"1.1391330000000001E+002","2.284E+001",43,18,3974,"2.2829999999999998E+001","1.139233E+002","18,43"
"1.139033E+002","2.284E+001",43,17,3973,"2.2829999999999998E+001","1.1391330000000001E+002","17,43"
"1.138933E+002","2.284E+001",43,16,3972,"2.2829999999999998E+001","1.139033E+002","16,43"
"1.1388330000000001E+002","2.284E+001",43,15,3971,"2.2829999999999998E+001","1.138933E+002","15,43"
"1.138733E+002","2.284E+001",43,14,3970,"2.2829999999999998E+001","1.1388330000000001E+002","14,43"
"1.1402330000000001E+002","2.2449999999999999E+001",4,29,397,"2.2440000000000001E+001","1.140333E+002","29,4"
"1.138633E+002","2.284E+001",43,13,3969,"2.2829999999999998E+001","1.138733E+002","13,43"
"1.138533E+002","2.284E+001",43,12,3968,"2.2829999999999998E+001","1.138633E+002","12,43"
"1.138433E+002","2.284E+001",43,11,3967,"2.2829999999999998E+001","1.138533E+002","11,43"
"1.1383329999999999E+002","2.284E+001",43,10,3966,"2.2829999999999998E+001","1.138433E+002","10,43"
"1.138233E+002","2.284E+001",43,9,3965,"2.2829999999999998E+001","1.1383329999999999E+002","9,43"
"1.138133E+002","2.284E+001",43,8,3964,"2.2829999999999998E+001","1.138233E+002","8,43"
"1.1380329999999999E+002","2.284E+001",43,7,3963,"2.2829999999999998E+001","1.138133E+002","7,43"
"1.137933E+002","2.284E+001",43,6,3962,"2.2829999999999998E+001","1.1380329999999999E+002","6,43"
"1.137833E+002","2.284E+001",43,5,3961,"2.2829999999999998E+001","1.137933E+002","5,43"
"1.1377330000000001E+002","2.284E+001",43,4,3960,"2.2829999999999998E+001","1.137833E+002","4,43"
"1.140133E+002","2.2449999999999999E+001",4,28,396,"2.2440000000000001E+001","1.1402330000000001E+002","28,4"
"1.137633E+002","2.284E+001",43,3,3959,"2.2829999999999998E+001","1.1377330000000001E+002","3,43"
"1.137533E+002","2.284E+001",43,2,3958,"2.2829999999999998E+001","1.137633E+002","2,43"
"1.137433E+002","2.284E+001",43,1,3957,"2.2829999999999998E+001","1.137533E+002","1,43"
"1.137333E+002","2.284E+001",43,0,3956,"2.2829999999999998E+001","1.137433E+002","0,43"
"1.146433E+002","2.2829999999999998E+001",42,91,3955,"2.282E+001","1.146533E+002","91,42"
"1.1463330000000001E+002","2.2829999999999998E+001",42,90,3954,"2.282E+001","1.146433E+002","90,42"
"1.146233E+002","2.2829999999999998E+001",42,89,3953,"2.282E+001","1.1463330000000001E+002","89,42"
"1.146133E+002","2.2829999999999998E+001",42,88,3952,"2.282E+001","1.146233E+002","88,42"
"1.146033E+002","2.2829999999999998E+001",42,87,3951,"2.282E+001","1.146133E+002","87,42"
"1.145933E+002","2.2829999999999998E+001",42,86,3950,"2.282E+001","1.146033E+002","86,42"
"1.140033E+002","2.2449999999999999E+001",4,27,395,"2.2440000000000001E+001","1.140133E+002","27,4"
"1.1458329999999999E+002","2.2829999999999998E+001",42,85,3949,"2.282E+001","1.145933E+002","85,42"
"1.1441330000000001E+002","2.2690000000000001E+001",28,68,2644,"2.268E+001","1.144233E+002","68,28"
"1.144033E+002","2.2690000000000001E+001",28,67,2643,"2.268E+001","1.1441330000000001E+002","67,28"
"1.143933E+002","2.2690000000000001E+001",28,66,2642,"2.268E+001","1.144033E+002","66,28"
"1.1438330000000001E+002","2.2690000000000001E+001",28,65,2641,"2.268E+001","1.143933E+002","65,28"
"1.143733E+002","2.2690000000000001E+001",28,64,2640,"2.268E+001","1.1438330000000001E+002","64,28"
"1.145333E+002","2.243E+001",2,80,264,"2.2420000000000002E+001","1.145433E+002","80,2"
"1.143633E+002","2.2690000000000001E+001",28,63,2639,"2.268E+001","1.143733E+002","63,28"
"1.143533E+002","2.2690000000000001E+001",28,62,2638,"2.268E+001","1.143633E+002","62,28"
"1.143433E+002","2.2690000000000001E+001",28,61,2637,"2.268E+001","1.143533E+002","61,28"
"1.1433329999999999E+002","2.2690000000000001E+001",28,60,2636,"2.268E+001","1.143433E+002","60,28"
"1.143233E+002","2.2690000000000001E+001",28,59,2635,"2.268E+001","1.1433329999999999E+002","59,28"
"1.143133E+002","2.2690000000000001E+001",28,58,2634,"2.268E+001","1.143233E+002","58,28"
"1.1430329999999999E+002","2.2690000000000001E+001",28,57,2633,"2.268E+001","1.143133E+002","57,28"
"1.142933E+002","2.2690000000000001E+001",28,56,2632,"2.268E+001","1.1430329999999999E+002","56,28"
"1.142833E+002","2.2690000000000001E+001",28,55,2631,"2.268E+001","1.142933E+002","55,28"
"1.1427330000000001E+002","2.2690000000000001E+001",28,54,2630,"2.268E+001","1.142833E+002","54,28"
"1.1452330000000001E+002","2.243E+001",2,79,263,"2.2420000000000002E+001","1.145333E+002","79,2"
"1.142633E+002","2.2690000000000001E+001",28,53,2629,"2.268E+001","1.1427330000000001E+002","53,28"
"1.142533E+002","2.2690000000000001E+001",28,52,2628,"2.268E+001","1.142633E+002","52,28"
"1.142433E+002","2.2690000000000001E+001",28,51,2627,"2.268E+001","1.142533E+002","51,28"
"1.142333E+002","2.2690000000000001E+001",28,50,2626,"2.268E+001","1.142433E+002","50,28"
"1.1422329999999999E+002","2.2690000000000001E+001",28,49,2625,"2.268E+001","1.142333E+002","49,28"
"1.142133E+002","2.2690000000000001E+001",28,48,2624,"2.268E+001","1.1422329999999999E+002","48,28"
"1.142033E+002","2.2690000000000001E+001",28,47,2623,"2.268E+001","1.142133E+002","47,28"
"1.1419329999999999E+002","2.2690000000000001E+001",28,46,2622,"2.268E+001","1.142033E+002","46,28"
"1.141833E+002","2.2690000000000001E+001",28,45,2621,"2.268E+001","1.1419329999999999E+002","45,28"
"1.141733E+002","2.2690000000000001E+001",28,44,2620,"2.268E+001","1.141833E+002","44,28"
"1.145133E+002","2.243E+001",2,78,262,"2.2420000000000002E+001","1.1452330000000001E+002","78,2"
"1.1416330000000001E+002","2.2690000000000001E+001",28,43,2619,"2.268E+001","1.141733E+002","43,28"
"1.141533E+002","2.2690000000000001E+001",28,42,2618,"2.268E+001","1.1416330000000001E+002","42,28"
"1.141433E+002","2.2690000000000001E+001",28,41,2617,"2.268E+001","1.141533E+002","41,28"
"1.1413330000000001E+002","2.2690000000000001E+001",28,40,2616,"2.268E+001","1.141433E+002","40,28"
"1.141233E+002","2.2690000000000001E+001",28,39,2615,"2.268E+001","1.1413330000000001E+002","39,28"
"1.141133E+002","2.2690000000000001E+001",28,38,2614,"2.268E+001","1.141233E+002","38,28"
"1.141033E+002","2.2690000000000001E+001",28,37,2613,"2.268E+001","1.141133E+002","37,28"
"1.140933E+002","2.2690000000000001E+001",28,36,2612,"2.268E+001","1.141033E+002","36,28"
"1.1408329999999999E+002","2.2690000000000001E+001",28,35,2611,"2.268E+001","1.140933E+002","35,28"
"1.140733E+002","2.2690000000000001E+001",28,34,2610,"2.268E+001","1.1408329999999999E+002","34,28"
"1.145033E+002","2.243E+001",2,77,261,"2.2420000000000002E+001","1.145133E+002","77,2"
"1.140633E+002","2.2690000000000001E+001",28,33,2609,"2.268E+001","1.140733E+002","33,28"
"1.1405329999999999E+002","2.2690000000000001E+001",28,32,2608,"2.268E+001","1.140633E+002","32,28"
"1.140433E+002","2.2690000000000001E+001",28,31,2607,"2.268E+001","1.1405329999999999E+002","31,28"
"1.140333E+002","2.2690000000000001E+001",28,30,2606,"2.268E+001","1.140433E+002","30,28"
"1.1402330000000001E+002","2.2690000000000001E+001",28,29,2605,"2.268E+001","1.140333E+002","29,28"
"1.140133E+002","2.2690000000000001E+001",28,28,2604,"2.268E+001","1.1402330000000001E+002","28,28"
"1.140033E+002","2.2690000000000001E+001",28,27,2603,"2.268E+001","1.140133E+002","27,28"
